mechanism,rate,feature,auroc_mean,auroc_std,missing_rate_mean,n_seeds,leak_strength
MAR,0.4,lab_51006,0.5516438475226315,0.010114287627333558,0.5482210070307507,20,0.051643847522631514
MAR,0.4,lab_51221,0.5626625334786398,0.006710408575462982,0.52017967473901,20,0.06266253347863981
MAR,0.4,lab_51222,0.5558668072236921,0.013336710704349138,0.529933953554435,20,0.05586680722369208
MAR,0.4,lab_51248,0.5550919540534037,0.012522614711778327,0.5313045948441162,20,0.055091954053403724
MAR,0.4,lab_51249,0.5532580889156848,0.009443713834440596,0.5316667850294723,20,0.05325808891568484
MAR,0.4,lab_51250,0.554422172619714,0.015216972978584547,0.5310737873730559,20,0.05442217261971405
MAR,0.4,lab_51265,0.5531239351869003,0.009150546172878922,0.5278779916199133,20,0.053123935186900284
MAR,0.4,lab_51274,0.4723603575858659,0.009351485339453243,0.6967509409843051,20,0.02763964241413408
MAR,0.4,lab_51275,0.47343562290116054,0.009538121298408425,0.7094595554293018,20,0.026564377098839465
MAR,0.4,lab_51277,0.555900784557345,0.008331886579509697,0.532242028265038,20,0.05590078455734504
MAR,0.4,lab_51279,0.5563458789773886,0.010543897280468697,0.5331901143384703,20,0.05634587897738863
MAR,0.4,lab_51301,0.5517163057005386,0.007677992264780641,0.532018322562318,20,0.051716305700538645
MAR,0.4,lab_52172,0.5220876585693716,0.005701992786871867,0.7533165258149279,20,0.02208765856937156
MAR,0.4,marital_status,0.585160795174435,0.009551457918421727,0.5144556494567147,20,0.08516079517443498
MAR,0.4,race,0.5693618235421755,0.00972215909351598,0.5009764931467935,20,0.06936182354217546
MAR,0.5,admission_location,0.5771162734177462,0.007141045237713291,0.5999680420424686,20,0.07711627341774618
MAR,0.5,admission_type,0.5786276871964329,0.005975047153740142,0.6002343583552305,20,0.07862768719643287
MAR,0.5,anchor_age,0.5794456315845397,0.004504899233441283,0.6007350330232228,20,0.07944563158453966
MAR,0.5,anchor_year,0.5788535751462394,0.008104754457888884,0.6006320573822882,20,0.07885357514623936
MAR,0.5,anchor_year_group,0.5822328670172857,0.006939404675646402,0.599911227895746,20,0.08223286701728572
