mechanism,rate,split,seed,winner_model,winner_auroc,winner_ap,winner_brier
MAR,0.2,S1,1011,extratrees,0.9281891877811732,0.45195905448658547,0.018930367649905418
MAR,0.2,S1,1012,xgb,0.9337466432580589,0.4468699052181683,0.01847032122313972
MAR,0.2,S1,1013,xgb,0.9347229014895788,0.4498406039801416,0.01833487711846824
MAR,0.2,S1,1014,xgb,0.9354668241015345,0.4692359285512504,0.017974966391920998
MAR,0.2,S1,1015,xgb,0.9329720119971405,0.4566700305752784,0.018186093494296018
MAR,0.2,S1,1016,xgb,0.9311763538171979,0.4452503341308519,0.01836302652955052
MAR,0.2,S1,1017,xgb,0.9333191416132445,0.44146234077716384,0.01858416944742198
MAR,0.2,S1,1018,xgb,0.9386571521887065,0.43143449109536736,0.01879654675722118
MAR,0.2,S1,1019,xgb,0.9338865636801034,0.4395895889510347,0.01845476329326624
MAR,0.2,S1,1020,extratrees,0.9324116273797534,0.4684599343359892,0.0188525672107932
MAR,0.2,S2,1001,xgb,0.9334680493773944,0.42780303931475006,0.01870145499706264
MAR,0.2,S2,1002,xgb,0.9317940828548428,0.415717757151953,0.01870253384113308
MAR,0.2,S2,1003,xgb,0.937669119543697,0.4402622742898236,0.01840580664575094
MAR,0.2,S2,1004,xgb,0.9300972331524505,0.43064281212986694,0.018596152216196
MAR,0.2,S2,1005,xgb,0.9343874203061799,0.4274124193007186,0.01871406026184552
MAR,0.2,S2,1006,xgb,0.9374891081714722,0.44699446209607246,0.01831862106919284
MAR,0.2,S2,1007,xgb,0.9354583495810239,0.4457829976164559,0.0182258285582065
MAR,0.2,S2,1008,xgb,0.9313962796144283,0.430893557614609,0.01859363615512842
MAR,0.2,S2,1009,xgb,0.9404150310148204,0.44449141976117873,0.018341593071818298
MAR,0.2,S2,1010,xgb,0.937098866341074,0.4308613436050349,0.01863593570888038
MAR,0.2,S2,1011,xgb,0.934009269012904,0.4483008800191678,0.01830120421946044
MAR,0.2,S2,1012,xgb,0.9356055300168382,0.4392289935663486,0.018589839711785277
MAR,0.2,S2,1013,xgb,0.9419482760729938,0.4445142601457325,0.018493665754795018
MAR,0.2,S2,1014,xgb,0.9350455883601303,0.46063957193794086,0.01804551817476744
MAR,0.2,S2,1015,xgb,0.9337025928142108,0.44367594543446404,0.01853960193693632
MAR,0.2,S2,1016,xgb,0.9308152037337258,0.4533379061406818,0.018189436942338922
MAR,0.2,S2,1017,xgb,0.9369426704926743,0.4457272134423424,0.01813653111457822
MAR,0.2,S2,1018,xgb,0.9317931611056418,0.451915840809734,0.0182530272752046
MAR,0.2,S2,1019,xgb,0.9404391568907361,0.43165411407156257,0.018616384640336
MAR,0.2,S2,1020,xgb,0.937137959246351,0.4511797618303941,0.01821814514696592
MAR,0.3,S1,1001,xgb,0.9089724115409364,0.35770312255513914,0.01996818818151948
MAR,0.3,S1,1002,xgb,0.9127693058788069,0.3805294789227095,0.01965035423636432
MAR,0.3,S1,1003,xgb,0.9203995580174726,0.38003664223861444,0.01966687887907024
MAR,0.3,S1,1004,xgb,0.9089644143074042,0.3331647060703107,0.02044287621974942
MAR,0.3,S1,1005,xgb,0.9095188576234345,0.3634526477361897,0.01987604983150956
