mechanism,rate,split,model,seed,auroc_mean,ap_mean,brier_mean,ece_mean,auroc_std,ap_std,brier_std
MAR,0.0,S2,extratrees,1005,0.9513394351421212,0.536996409495575,0.017028432086313338,0.009412611664770639,0.005691182338018498,0.08311743466887288,0.000962701036900608
MAR,0.0,S2,extratrees,1006,0.946788775962556,0.5371264304205077,0.0170947807682791,0.0101631847797732,0.002459162400065442,0.08607479102111892,0.0009556800993787964
MAR,0.0,S2,extratrees,1007,0.9482111628179986,0.5280353584420283,0.01744094391770454,0.00990382197097832,0.003140937279593458,0.07625930702828493,0.001312558159575826
MAR,0.0,S2,extratrees,1008,0.9440668311526206,0.540700653325365,0.01717152787770162,0.01001082944243094,0.00348748160312939,0.07939731537562111,0.0011685132139815043
MAR,0.0,S2,extratrees,1009,0.9460479956891934,0.5310954329938702,0.01729292569310856,0.00934264915007106,0.004135119623840081,0.0866800087650596,0.0013075781819892154
MAR,0.0,S2,extratrees,1010,0.948325868431585,0.5384594588439748,0.01709325129498184,0.00952608259444812,0.004147247441667256,0.08149274603300558,0.0009506874285017424
MAR,0.0,S2,extratrees,1011,0.9481265139843508,0.5295176805847557,0.01732762957529502,0.0099791261119221,0.00498412448475581,0.08674665511748697,0.0009725399304782157
MAR,0.0,S2,extratrees,1012,0.948171125140153,0.532066666235703,0.0171268207169034,0.008863411891142479,0.005022921585002548,0.08488440112638115,0.0010341945773442393
MAR,0.0,S2,extratrees,1013,0.9514537354449086,0.534088596849996,0.01704127470177902,0.009642049656576359,0.0048284619274748305,0.07897729219584049,0.0009697902027751719
MAR,0.0,S2,extratrees,1014,0.9476168954367372,0.531381019537436,0.017327774246783462,0.00956053891944684,0.0030005241816008043,0.07563463075307301,0.0011924963497665665
MAR,0.0,S2,extratrees,1015,0.946373658502686,0.5248809235813668,0.01736283370006254,0.009785193246536419,0.007013681103686255,0.09834197716440794,0.0007327682956577059
MAR,0.0,S2,extratrees,1016,0.9487013037975046,0.5364393779877712,0.0171689478481455,0.009355213812781659,0.0049453815069131135,0.0803693917604647,0.0010206819600229238
MAR,0.0,S2,extratrees,1017,0.947004480979448,0.5364726986947763,0.017054721979134678,0.00981354004468266,0.005992066480177382,0.07804513200879687,0.0011433345828664647
